Id;Date;Country;Description First;Quantity First;Price First;Total Price First;Description Second;Quantity Second;Price Second;Total Price Second
12980;2009-12-02 11:26:00;United Kingdom;SET/4 WHITE RETRO STORAGE CUBES ;12;34.95;419.40000000000003;BLACK EAR MUFF HEADPHONES;36.0;4.65;167.4
14425;2009-12-02 11:31:00;United Kingdom;FOLDING UMBRELLA  CHOC/WHITE  SPOT;4;4.95;19.8;FOLDING UMBRELLA  CREAM/MULTI  SPOT;4.0;4.95;19.8
15353;2009-12-02 11:33:00;United Kingdom;RETRO SPOT CAKE STAND;2;10.95;21.9;WALL MIRROR - DIAMANTE OVAL SHAPE;2.0;9.95;19.9
17818;2009-12-02 11:34:00;United Kingdom;WRAP WINTER FOREST;25;0.42;10.5;CUT GLASS T-LIGHT HOLDER OCTAGON;4.0;2.55;10.2
13623;2009-12-02 11:36:00;United Kingdom;SET/5 RED SPOTTY LID GLASS BOWLS;-1;2.95;-2.95;;;;
13654;2009-12-02 11:43:00;United Kingdom;PAPER CHAIN KIT RETRO SPOT;12;2.95;35.400000000000006;PAPER CHAIN KIT 50'S CHRISTMAS ;12.0;2.95;35.400000000000006
17189;2009-12-02 11:45:00;United Kingdom;FAIRY CAKE CANDLES;27;1.49;40.23;MAGIC GARDEN MOUNT FUJI;10.0;2.55;25.5
13269;2009-12-02 11:47:00;United Kingdom;POPCORN HOLDER - LARGE;48;1.45;69.6;SPACE OWL;20.0;1.25;25.0
13269;2009-12-02 11:48:00;United Kingdom;PARTY PIZZA DISH PINK+WHITE SPOT ;12;0.85;10.2;PARTY PIZZA DISH GREEN+WHITE SPOT ;12.0;0.85;10.2
14653;2009-12-02 11:51:00;United Kingdom;ROTATING SILVER ANGELS T-LIGHT HLDR;60;2.55;153.0;GLITTER CHRISTMAS HEART ;36.0;0.85;30.599999999999998
17019;2009-12-02 11:52:00;United Kingdom;VINTAGE SNAP CARDS;48;0.85;40.8;12 PENCILS SMALL TUBE RED SPOTTY;48.0;0.65;31.200000000000003
15542;2009-12-02 11:53:00;United Kingdom;PICCADILLY TEA SET;2;14.95;29.9;ASSORTED COLOUR SILK COIN PURSE;12.0;1.25;15.0
13564;2009-12-02 11:55:00;United Kingdom;DOOR MAT 3 SMILEY CATS;2;6.75;13.5;UNION JACK HOT WATER BOTTLE ;2.0;5.95;11.9
16467;2009-12-02 11:59:00;United Kingdom;PINK JUMPER LARRY THE LAMB;48;1.69;81.12;FELTCRAFT BUTTERFLY HEARTS;40.0;1.25;50.0
15833;2009-12-02 11:59:00;United Kingdom;RED SPOTTY CHILDS UMBRELLA;6;3.25;19.5;EDWARDIAN PARASOL BLACK;3.0;5.95;17.85
15542;2009-12-02 12:06:00;United Kingdom;KENSINGTON COFFEE SET;2;12.75;25.5;FLOWER VINE RAFFIA FOOD COVER;2.0;3.75;7.5
14527;2009-12-02 12:06:00;United Kingdom;VICTORIAN SEWING BOX LARGE;8;10.95;87.6;RETRO SPOT TRADITIONAL TEAPOT ;12.0;6.95;83.4
17476;2009-12-02 12:09:00;United Kingdom;CREAM SWEETHEART MINI CHEST;2;12.75;25.5;WHITE JEWELLED HEART DECORATION;24.0;0.85;20.4
15287;2009-12-02 12:13:00;United Kingdom;SKULLS WRITING SET ;12;1.65;19.799999999999997;SKULLS STORAGE BOX LARGE;6.0;2.95;17.700000000000003
14440;2009-12-02 12:13:00;United Kingdom;HOME BUILDING BLOCK WORD;36;5.45;196.20000000000002;LOVE BUILDING BLOCK WORD;36.0;5.45;196.20000000000002
15680;2009-12-02 12:15:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;12;2.95;35.400000000000006;HEART FILIGREE DOVE  SMALL;24.0;1.25;30.0
15581;2009-12-02 12:19:00;United Kingdom;PINK STAR CHRISTMAS DECORATION;12;1.95;23.4;SET/3 ROSE CANDLE IN JEWELLED BOX;5.0;4.25;21.25
13740;2009-12-02 12:22:00;United Kingdom;VINTAGE UNION JACK CUSHION COVER;4;4.95;19.8;HEART IVORY TRELLIS LARGE;12.0;1.65;19.799999999999997
13070;2009-12-02 12:23:00;United Kingdom;JUMBO BAG PINK VINTAGE PAISLEY;-2;1.95;-3.9;JUMBO BAG TOYS ;-2.0;1.95;-3.9
17768;2009-12-02 12:26:00;United Kingdom;MULTI HEARTS  STICKERS;50;0.85;42.5;CHARLIE AND LOLA CHARLOTTE BAG;20.0;1.65;33.0
12948;2009-12-02 12:28:00;United Kingdom;RED CHARLIE+LOLA PERSONAL DOORSIGN;96;0.38;36.480000000000004;AFGHAN SLIPPER SOCK PAIR;10.0;3.45;34.5
15581;2009-12-02 12:32:00;United Kingdom;MEDINA STAMPED METAL TRAY ;1;14.95;14.95;SILVER GLASS T-LIGHT SET;4.0;2.95;11.8
16797;2009-12-02 12:34:00;United Kingdom;RETRO SPOT CAKE STAND;-1;10.95;-10.95;;;;
14667;2009-12-02 12:38:00;United Kingdom;GREY HEART HOT WATER BOTTLE;12;3.45;41.400000000000006;MIRROR LOVE BIRD T-LIGHT HOLDER;6.0;3.75;22.5
17377;2009-12-02 12:39:00;United Kingdom;VINTAGE UNION JACK CUSHION COVER;25;4.95;123.75;RED SPOT HEART HOT WATER BOTTLE;9.0;4.95;44.550000000000004
15581;2009-12-02 12:43:00;United Kingdom;ASSORTED COLOUR JUMBO PEN;96;0.42;40.32;BAG 125g SWIRLY MARBLES;96.0;0.36;34.56
14467;2009-12-02 12:44:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;8;2.95;23.6;RED STAR CARD HOLDER;5.0;2.95;14.75
13457;2009-12-02 12:46:00;United Kingdom;WHITE RETRODISC LAMPSHADE;24;1.95;46.8;LUNCH BAG WOODLAND;10.0;1.65;16.5
18108;2009-12-02 12:47:00;United Kingdom;WHITE TISSUE REAM;4;7.95;31.8;CREAM HEART CARD HOLDER;8.0;3.95;31.6
16210;2009-12-02 12:54:00;United Kingdom;HEART DECORATION PAINTED ZINC ;288;0.55;158.4; WHITE CHERRY LIGHTS;24.0;5.45;130.8
17377;2009-12-02 13:00:00;United Kingdom;PEARL & SHELL 42inchNECKL. PINK;36;8.49;305.64;PEARL & SHELL 42inchNECKL. IVORY;19.0;10.75;204.25
17867;2009-12-02 13:02:00;United Kingdom;PINK GINGHAM ROSE CUSHION COVER;-1;5.95;-5.95;PINK AND LILAC QUILTED THROW ;-1.0;45.95;-45.95
14669;2009-12-02 13:06:00;United Kingdom;RETRO SPOT TEA SET CERAMIC 11 PC ;6;4.95;29.700000000000003;YULETIDE IMAGES GIFT WRAP SET;12.0;2.1;25.200000000000003
17909;2009-12-02 13:10:00;United Kingdom;GLITTER STAR GARLAND WITH BELLS ;6;3.75;22.5;GLITTER HEART GARLAND WITH BELLS ;6.0;3.75;22.5
16086;2009-12-02 13:20:00;United Kingdom;ASSORTED TUTTI FRUTTI PEN;24;0.85;20.4;CAMOUFLAGE LED TORCH;12.0;1.69;20.28
16711;2009-12-02 13:22:00;United Kingdom;ANTIQUE GLASS RIDGED HANGING BALL;96;1.65;158.39999999999998;CAKE STAND WHITE TWO TIER LACE;12.0;7.65;91.80000000000001
14739;2009-12-02 13:23:00;United Kingdom;PAPER BUNTING COLOURED LACE;40;2.55;102.0;SET/6 GARDEN GNOME T-LIGHT CANDLES;36.0;2.55;91.8
16233;2009-12-02 13:23:00;United Kingdom;VICTORIAN SEWING BOX LARGE;8;10.95;87.6;PAPER CHAIN KIT RETRO SPOT;12.0;2.95;35.400000000000006
14204;2009-12-02 13:26:00;United Kingdom;CARNIVAL BRACELET;8;12.75;102.0;RETRO SPOT TEA SET CERAMIC 11 PC ;4.0;4.95;19.8
17606;2009-12-02 13:32:00;United Kingdom;FELTCRAFT DOLL ROSIE;6;2.95;17.700000000000003;FELTCRAFT DOLL MARIA;6.0;2.95;17.700000000000003
16797;2009-12-02 13:33:00;United Kingdom;3 WICK CHRISTMAS BRIAR CANDLE ;4;3.75;15.0;PARTY CONE CHRISTMAS DECORATION ;12.0;0.85;10.2
16126;2009-12-02 13:34:00;United Kingdom;PINK CREAM FELT CRAFT TRINKET BOX ;24;1.25;30.0;PINK BLUE FELT CRAFT TRINKET BOX;24.0;1.25;30.0
17867;2009-12-02 13:39:00;United Kingdom;BLUE GINGHAM ROSE QUILT ;1;45.95;45.95;OCEAN SCENT CANDLE IN JEWELLED BOX;2.0;4.25;8.5
17412;2009-12-02 13:51:00;United Kingdom;YULETIDE IMAGES S/6 PAPER BOXES;12;2.55;30.599999999999998;HEART FILIGREE DOVE  SMALL;24.0;1.25;30.0
16525;2009-12-02 13:53:00;United Kingdom;CREAM HEART CARD HOLDER;36;3.39;122.04;WOODEN PICTURE FRAME WHITE FINISH;36.0;2.1;75.60000000000001
13313;2009-12-02 13:53:00;United Kingdom;SET/3 VANILLA SCENTED CANDLE IN BOX;-2;4.25;-8.5;;;;
13623;2009-12-02 13:57:00;United Kingdom;ASSTD DESIGN RACING CAR PEN;64;1.69;108.16;FAIRY CAKE CANDLES;36.0;1.49;53.64
12435;2009-12-02 13:58:00;Denmark;ROTATING SILVER ANGELS T-LIGHT HLDR;480;2.1;1008.0;;;;
14549;2009-12-02 14:06:00;United Kingdom;VINTAGE UNION JACK BUNTING;4;8.5;34.0;PARTY BUNTING;5.0;4.65;23.25
14106;2009-12-02 14:09:00;United Kingdom;RED SPOTTY ROUND CAKE TINS;24;8.95;214.79999999999998;;;;
14980;2009-12-02 14:09:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;8;2.95;23.6; WHITE CHERRY LIGHTS;3.0;6.75;20.25
15061;2009-12-02 14:15:00;United Kingdom;PAPER CHAIN KIT 50'S CHRISTMAS ;200;2.55;509.99999999999994;PAPER CHAIN KIT RETRO SPOT;80.0;2.55;204.0
14396;2009-12-02 14:21:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;10;2.95;29.5;SMALL SPOTTY CHOCOLATE GIFT BAG ;32.0;0.85;27.2
14122;2009-12-02 14:22:00;United Kingdom;PICCADILLY TEA SET;6;14.95;89.69999999999999;;;;
16987;2009-12-02 14:34:00;United Kingdom;SILVER CHRISTMAS TREE BAUBLE STAND ;1;16.95;16.95;RED WHITE SCARF  HOT WATER BOTTLE;3.0;3.95;11.850000000000001
12471;2009-12-02 14:43:00;Germany;SET/5 RED SPOTTY LID GLASS BOWLS;-3;2.95;-8.850000000000001;POPCORN HOLDER - LARGE;-7.0;1.65;-11.549999999999999
17809;2009-12-02 14:52:00;United Kingdom;PINK CHERRY LIGHTS;72;5.45;392.40000000000003;BROWN FLOWER LIGHTS;36.0;5.45;196.20000000000002
15917;2009-12-02 14:55:00;United Kingdom;WHITE GOOSE FEATHER CHRISTMAS TREE ;1;16.95;16.95;VINTAGE KEEPSAKE BOX BEAUTY GIRL;1.0;6.35;6.35
14987;2009-12-02 14:56:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;46;2.55;117.3;RED HANGING HEART T-LIGHT HOLDER;32.0;2.55;81.6
14080;2009-12-02 15:01:00;United Kingdom;BERRIES CHUNKY KNITTED THROW ;2;16.95;33.9;FAIRY CAKE CANDLES;18.0;1.49;26.82
16200;2009-12-02 15:04:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;24;1.69;40.56;RED HANGING HEART T-LIGHT HOLDER;11.0;2.95;32.45
15794;2009-12-02 15:10:00;United Kingdom;NOEL WOODEN BLOCK LETTERS ;24;5.45;130.8;BOX OF 9 PEBBLE CANDLES;72.0;1.65;118.8
16200;2009-12-02 15:15:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;5;1.69;8.45;DOG BOWL - CHASING BALL DESIGN;1.0;3.75;3.75
15523;2009-12-02 15:16:00;United Kingdom;SET OF 36 TEATIME PAPER DOILIES;48;1.45;69.6;JUMBO BAG RED WHITE SPOTTY ;30.0;1.95;58.5
15523;2009-12-02 15:17:00;United Kingdom;TEA TIME MUG IN GIFT BOX;96;2.55;244.79999999999998;PINK FAIRY CAKE CHILD'S APRON;100.0;1.65;165.0
15615;2009-12-02 15:28:00;United Kingdom;SCOTTIE DOG HOT WATER BOTTLE;12;4.95;59.400000000000006;CHOCOLATE HOT WATER BOTTLE;12.0;4.95;59.400000000000006
15615;2009-12-02 15:29:00;United Kingdom;TEA BAG PLATE RED SPOTTY ;12;0.85;10.2;;;;
18001;2009-12-02 15:38:00;United Kingdom;4 VANILLA BOTANICAL CANDLES;6;3.75;22.5;RED SPOTS  WRAP ;50.0;0.42;21.0
17841;2009-12-02 15:41:00;United Kingdom;SILVER ROCOCO CANDELABRA;3;12.75;38.25;HEART SHAPE WIRELESS DOORBELL;11.0;2.1;23.1
13089;2009-12-02 15:44:00;United Kingdom; WHITE CHERRY LIGHTS;30;5.45;163.5;SILVER HANGING T-LIGHT HOLDER;96.0;1.45;139.2
15917;2009-12-02 15:44:00;United Kingdom;FOLDING UMBRELLA  CHOC/WHITE  SPOT;1;4.95;4.95;PIZZA PLATE IN BOX;1.0;3.75;3.75
15989;2009-12-02 15:51:00;United Kingdom;FAIRY CAKE CANDLES;9;1.49;13.41;VINTAGE CREAM 3 BASKET CAKE STAND;1.0;9.95;9.95
17660;2009-12-02 16:02:00;United Kingdom;LILAC DIAMANTE PEN IN GIFT BOX;3;4.95;14.850000000000001;GLITTER HANGING BUTTERFLY STRING;5.0;2.1;10.5
13313;2009-12-02 16:18:00;United Kingdom;MIDNIGHT GLAMOUR SCARF KNITTING KIT;24;1.25;30.0;SILVER TEDDY BEAR;24.0;1.25;30.0
12437;2009-12-02 16:24:00;France;POSTAGE;3;18.0;54.0;SET OF 3 CASES WOODLAND DESIGN;8.0;5.95;47.6
13313;2009-12-02 16:24:00;United Kingdom;PURPLE CURRENT CANDLE RING;19;0.19;3.61;;;;
14841;2009-12-02 16:49:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;32;1.69;54.08;ASSORTED COLOUR SILK GLASSES CASE;120.0;0.38;45.6
14646;2009-12-02 16:52:00;Netherlands;WHITE HANGING HEART T-LIGHT HOLDER;480;2.55;1224.0;HEART FILIGREE DOVE  SMALL;288.0;1.06;305.28000000000003
14646;2009-12-02 16:53:00;Netherlands;COLOUR GLASS. STAR T-LIGHT HOLDER;144;2.75;396.0;FELTCRAFT 6 FLOWER FRIENDS;160.0;2.1;336.0
15482;2009-12-02 16:59:00;United Kingdom;EDWARDIAN PARASOL RED;6;5.95;35.7;EDWARDIAN PARASOL NATURAL;6.0;5.95;35.7
16156;2009-12-02 17:06:00;United Kingdom;PAPER CHAIN KIT 50'S CHRISTMAS ;24;2.95;70.80000000000001;OFFICE MUG WARMER CHOC+BLUE;8.0;4.95;39.6
17716;2009-12-02 17:18:00;United Kingdom;PAPER CHAIN KIT RETRO SPOT;18;2.95;53.1;PAPER CHAIN KIT 50'S CHRISTMAS ;12.0;2.95;35.400000000000006
12779;2009-12-03 07:25:00;Poland;CERAMIC CAKE DESIGN SPOTTED MUG;24;1.49;35.76;CERAMIC STRWBERRY DESIGN MUG;24.0;1.49;35.76
13611;2009-12-03 07:57:00;United Kingdom;RETRO SPOT SMALL TUBE MATCHES;20;1.65;33.0;RETRO SPOT SMALL MILK JUG;12.0;2.55;30.599999999999998
15255;2009-12-03 09:10:00;United Kingdom;VICTORIAN METAL POSTCARD CHRISTMAS;32;1.65;52.8;PARTY CONE CHRISTMAS DECORATION ;36.0;0.85;30.599999999999998
14771;2009-12-03 09:44:00;United Kingdom;VICTORIAN GLASS HANGING T-LIGHT;24;1.25;30.0;GARLAND- MAGIC GARDEN 1.8M;12.0;1.95;23.4
14838;2009-12-03 09:52:00;United Kingdom;15CM CHRISTMAS GLASS BALL 20 LIGHTS;12;6.95;83.4; PEACE WOODEN BLOCK LETTERS;2.0;6.95;13.9
13979;2009-12-03 10:02:00;United Kingdom;CAMOUFLAGE LED TORCH;12;1.69;20.28;JUMBO BAG RED WHITE SPOTTY ;10.0;1.95;19.5
13800;2009-12-03 10:03:00;United Kingdom;SWALLOW GIANT TUBE MATCHES;48;2.1;100.80000000000001;WELCOME  WOODEN BLOCK LETTERS;9.0;9.95;89.55
14483;2009-12-03 10:16:00;United Kingdom;COSY HOUR CIGAR BOX MATCHES ;24;1.25;30.0;SWALLOW CIGAR BOX MATCHES ;24.0;1.25;30.0
14915;2009-12-03 10:17:00;United Kingdom;SET/6 PINK  BUTTERFLY T-LIGHTS;12;2.1;25.200000000000003;SET/6 TURQUOISE BUTTERFLY T-LIGHTS;12.0;2.1;25.200000000000003
13753;2009-12-03 10:20:00;United Kingdom;PARTY CONES CANDY TREE DECORATION;120;0.72;86.39999999999999;TUB 24 HANGING EASTER EGGS SPOTTY;20.0;3.75;75.0
16301;2009-12-03 10:20:00;United Kingdom;CHOCOLATE HOT WATER BOTTLE;6;4.95;29.700000000000003;CERAMIC STRWBERRY DESIGN MUG;12.0;1.49;17.88
15482;2009-12-03 10:23:00;United Kingdom;S/3 TEAR DROP CUT GLASS DECORATION;288;0.5;144.0;;;;
13931;2009-12-03 10:26:00;United Kingdom;RETRO SPOT LAMP;4;9.95;39.8;WHITE BEADED GARLAND STRING 20LIGHT;6.0;6.35;38.099999999999994
12705;2009-12-03 10:26:00;Germany;SET OF THREE VINTAGE GIFT WRAPS;-3;1.95;-5.85;SET OF 3 CASES WOODLAND DESIGN;-1.0;5.95;-5.95
13931;2009-12-03 10:28:00;United Kingdom;SET 10 LIGHTS NIGHT OWL;6;6.75;40.5;6 EGG HOUSE PAINTED WOOD;2.0;7.95;15.9
12921;2009-12-03 10:28:00;United Kingdom; WHITE CHERRY LIGHTS;24;5.45;130.8;ASSORTED COLOUR BIRD ORNAMENT;48.0;1.69;81.12
17035;2009-12-03 10:37:00;United Kingdom;HEART IVORY TRELLIS LARGE;24;1.65;39.599999999999994;ZINC METAL HEART DECORATION;12.0;1.25;15.0
15194;2009-12-03 10:37:00;United Kingdom;ROTATING SILVER ANGELS T-LIGHT HLDR;48;2.55;122.39999999999999;BLACK WINE GLASS;48.0;1.45;69.6
14347;2009-12-03 10:49:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;6;2.95;17.700000000000003;SQUARE FLOOR CUSHION VINTAGE PINK ;2.0;7.95;15.9
12934;2009-12-03 10:51:00;United Kingdom;ANT WHITE WIRE HEART SPIRAL;30;3.39;101.7;VINTAGE POST OFFICE CABINET;1.0;79.95;79.95
12484;2009-12-03 10:57:00;Spain;STRAWBERRY CERAMIC TRINKET BOX;-1;1.25;-1.25;OPULENT VELVET CANDLE IN BOX;-1.0;2.1;-2.1
14895;2009-12-03 10:58:00;United Kingdom;CHRISTMAS CARD STACK OF PRESENTS;-1;0.42;-0.42;CREAM SWEETHEART DOUBLE SHELF;-3.0;16.95;-50.849999999999994
17865;2009-12-03 11:03:00;United Kingdom;CERAMIC BOWL WITH STRAWBERRY DESIGN;-1;2.95;-2.95;STRAWBERRY CERAMIC TRINKET BOX;-6.0;1.25;-7.5
15291;2009-12-03 11:09:00;United Kingdom;PAPER CHAIN KIT 50'S CHRISTMAS ;80;2.55;204.0;PAPER CHAIN KIT EMPIRE;40.0;2.55;102.0
17209;2009-12-03 11:10:00;United Kingdom; RIDGED GLASS T-LIGHT HOLDER;504;0.55;277.20000000000005;KENSINGTON COFFEE SET;1.0;12.75;12.75
15658;2009-12-03 11:19:00;United Kingdom;SILVER PLATE CANDLE BOWL SMALL;12;2.95;35.400000000000006;KINGS CHOICE GIANT TUBE MATCHES;12.0;2.55;30.599999999999998
17314;2009-12-03 11:25:00;United Kingdom;SET OF 3 CONEY ISLAND OVAL BOXES;9;4.95;44.550000000000004;S/4 VALENTINE DECOUPAGE HEART BOX;12.0;2.95;35.400000000000006
17155;2009-12-03 11:34:00;United Kingdom;CERAMIC BIRDHOUSE BLACK ROSE  LARGE;6;5.95;35.7;CERAMIC BIRDHOUSE BUTTERFLY LARGE;6.0;5.95;35.7
15965;2009-12-03 11:45:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;64;2.55;163.2;ASSTD DESIGN BUBBLE GUM RING;30.0;0.21;6.3
17322;2009-12-03 11:46:00;United Kingdom;WATERMELON BATH SPONGE;11;1.25;13.75;WHITE ADVENT CANDLE;4.0;2.12;8.48
16159;2009-12-03 11:51:00;United Kingdom;FAIRY CAKE CANDLES;45;1.49;67.05;WOODEN HAPPY BIRTHDAY GARLAND;12.0;2.95;35.400000000000006
14051;2009-12-03 11:53:00;United Kingdom;PINK CHERRY LIGHTS;24;5.45;130.8;LIGHT PINK CHERRY LIGHTS;24.0;5.45;130.8
13993;2009-12-03 11:57:00;United Kingdom;SWALLOW GIANT TUBE MATCHES;24;2.55;61.199999999999996;5 HOOK BLACKBOARD ORGANISER ;4.0;9.95;39.8
17411;2009-12-03 12:02:00;United Kingdom;PINK CHERRY LIGHTS;8;6.75;54.0;CHILLI LIGHTS;4.0;4.95;19.8
15768;2009-12-03 12:10:00;United Kingdom;WOOD S/3 CABINET ANT WHITE FINISH;6;7.95;47.7;WOODEN PICTURE FRAME WHITE FINISH;12.0;2.55;30.599999999999998
12835;2009-12-03 12:13:00;United Kingdom;LARGE CAKE STAND  HANGING STRAWBERY;4;9.95;39.8;TEA TIME CAKE STAND IN GIFT BOX;3.0;10.75;32.25
15061;2009-12-03 12:15:00;United Kingdom;ROTATING SILVER ANGELS T-LIGHT HLDR;480;2.1;1008.0;;;;
15179;2009-12-03 12:27:00;United Kingdom;NURSE'S BAG SOFT TOY;9;8.95;80.55;DOCTOR'S BAG SOFT TOY;9.0;8.95;80.55
17069;2009-12-03 12:27:00;United Kingdom;GEISHA GIRL CHOPSTICKS SET/5;20;1.95;39.0;RETRO COFFEE MUGS ASSORTED;24.0;1.25;30.0
16918;2009-12-03 12:27:00;United Kingdom;HEART IVORY TRELLIS LARGE;12;1.65;19.799999999999997;WEEKEND BAG VINTAGE ROSE PAISLEY;2.0;8.5;17.0
15466;2009-12-03 12:28:00;United Kingdom;METAL SIGN EMPIRE TEA;12;2.95;35.400000000000006;SPRING DEC - HANGING CHICK  YELLOW;24.0;1.45;34.8
14159;2009-12-03 12:31:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;10;2.95;29.5;TEA TIME CAKE STAND IN GIFT BOX;2.0;10.75;21.5
17940;2009-12-03 12:31:00;United Kingdom;PACK OF 12 SKULL TISSUES;5184;0.25;1296.0;PACK OF 12 WOODLAND TISSUES ;4320.0;0.25;1080.0
17581;2009-12-03 12:34:00;United Kingdom;RETRO SPOT LAMP;5;9.95;49.75;PAPER CHAIN KIT 50'S CHRISTMAS ;12.0;2.95;35.400000000000006
17581;2009-12-03 12:36:00;United Kingdom;DOG BOWL - CHASING BALL DESIGN;4;3.75;15.0;FELTCRAFT 6 FLOWER FRIENDS;6.0;2.1;12.600000000000001
17581;2009-12-03 12:37:00;United Kingdom;PAPER BUNTING RETRO SPOTS;6;2.95;17.700000000000003;PAPER BUNTING COLOURED LACE;6.0;2.95;17.700000000000003
16168;2009-12-03 12:38:00;United Kingdom;VINTAGE POST OFFICE CABINET;1;79.95;79.95;ROTATING SILVER ANGELS T-LIGHT HLDR;30.0;2.55;76.5
14606;2009-12-03 12:40:00;United Kingdom;POTTING SHED CANDLE CITRONELLA;9;2.95;26.55;RETRO SPOT TEA SET CERAMIC 11 PC ;5.0;4.95;24.75
17287;2009-12-03 12:45:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;8;1.69;13.52;CREAM SWEETHEART MINI CHEST;1.0;12.75;12.75
17287;2009-12-03 12:50:00;United Kingdom;KINGS CHOICE SMALL TUBE MATCHES;20;1.65;33.0;4 IVORY DINNER CANDLES GOLD FLOCK;9.0;2.55;22.95
17913;2009-12-03 13:02:00;United Kingdom;ANTIQUE SILVER TEA GLASS ETCHED;24;1.25;30.0;SILVER PLATE CANDLE BOWL LARGE;8.0;3.75;30.0
13416;2009-12-03 13:02:00;United Kingdom;HOT WATER BOTTLE TEA AND SYMPATHY;12;3.95;47.400000000000006;RED WHITE SCARF  HOT WATER BOTTLE;12.0;3.95;47.400000000000006
16779;2009-12-03 13:03:00;United Kingdom;6 CHOCOLATE LOVE HEART T-LIGHTS;72;1.85;133.20000000000002;CHILLI LIGHTS;24.0;4.25;102.0
15794;2009-12-03 13:04:00;United Kingdom;PAPER BUNTING RETRO SPOTS;40;2.55;102.0;;;;
17913;2009-12-03 13:05:00;United Kingdom;UNION JACK GUNS & ROSES  DOORMAT;2;6.75;13.5;;;;
16163;2009-12-03 13:06:00;United Kingdom;CAKE STAND WHITE TWO TIER LACE;-2;8.5;-17.0;CAKE STAND LOVEBIRD 2 TIER WHITE;-2.0;9.95;-19.9
13895;2009-12-03 13:09:00;United Kingdom;VINTAGE UNION JACK BUNTING;4;8.5;34.0;CREAM HEART CARD HOLDER;8.0;3.95;31.6
14057;2009-12-03 13:17:00;United Kingdom;3D DOG PICTURE PLAYING CARDS;10;2.95;29.5;CHRISTMAS TREE STAR DECORATION;36.0;0.42;15.12
17017;2009-12-03 13:22:00;United Kingdom;SET OF THREE VINTAGE GIFT WRAPS;48;1.65;79.19999999999999;RED SPOTTY ROUND CAKE TINS;6.0;9.95;59.699999999999996
13208;2009-12-03 13:25:00;United Kingdom;GLITTER BUTTERFLY CLIPS;3;2.55;7.6499999999999995;LARGE CIRCULAR MIRROR MOBILE;6.0;1.25;7.5
17465;2009-12-03 13:25:00;United Kingdom;ASSORTED TUTTI FRUTTI PHOTO FRAME;12;2.95;35.400000000000006;COFFEE MUG CAT + BIRD DESIGN;12.0;2.55;30.599999999999998
17465;2009-12-03 13:26:00;United Kingdom;HEART FILIGREE DOVE  SMALL;24;1.25;30.0;VINTAGE UNION JACK DOORSTOP;3.0;5.95;17.85
18102;2009-12-03 13:30:00;United Kingdom;EDWARDIAN PARASOL BLACK;600;3.0;1800.0;EDWARDIAN PARASOL RED;600.0;3.0;1800.0
13468;2009-12-03 13:32:00;United Kingdom;PINK CHERRY LIGHTS;4;6.75;27.0; WHITE CHERRY LIGHTS;4.0;6.75;27.0
18102;2009-12-03 13:42:00;United Kingdom;GREEN ROSE WASHBAG;600;2.0;1200.0;PINK ROSE WASHBAG;600.0;2.0;1200.0
13485;2009-12-03 13:46:00;United Kingdom;PAPER CHAIN KIT 50'S CHRISTMAS ;12;2.95;35.400000000000006;COSY HOUR CIGAR BOX MATCHES ;24.0;1.25;30.0
17271;2009-12-03 13:49:00;United Kingdom;KASHMIR FOLKART TUMBLERS;6;2.1;12.600000000000001;AMBER CHUNKY GLASS+BEAD NECKLACE;1.0;11.95;11.95
16139;2009-12-03 13:51:00;United Kingdom;NOEL WOODEN BLOCK LETTERS ;6;5.95;35.7;FELTCRAFT DOLL ROSIE;12.0;2.95;35.400000000000006
15061;2009-12-03 13:58:00;United Kingdom;ROTATING SILVER ANGELS T-LIGHT HLDR;600;2.1;1260.0;;;;
15953;2009-12-03 14:00:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;96;2.55;244.79999999999998;IVORY HANGING DECORATION  HEART;48.0;0.85;40.8
15856;2009-12-03 14:02:00;United Kingdom;SCOTTIE DOG HOT WATER BOTTLE;24;4.25;102.0;ANTIQUE LILY FAIRY LIGHTS;24.0;4.25;102.0
13085;2009-12-03 14:06:00;United Kingdom;UNION JACK GUNS & ROSES  DOORMAT;10;5.95;59.5;DOG BOWL - CHASING BALL DESIGN;12.0;3.75;45.0
13085;2009-12-03 14:07:00;United Kingdom;SET 10 LIGHTS NIGHT OWL;12;6.75;81.0;RECORD FRAME 7inch SINGLE SIZE ;12.0;2.55;30.599999999999998
14967;2009-12-03 14:07:00;United Kingdom;CHOCOLATE HOT WATER BOTTLE;48;4.25;204.0;COOK WITH WINE METAL SIGN ;12.0;1.95;23.4
